study_name,participant_id,duration_in_seconds,finished,consent,eng_first_lang,gender,gender_desc,age,parent,education_level,sneaker_example_1,sneaker_example_2,block_order,participant_num,difficulty,interface_feedback,gen_feedback
sp,sp_31,1349,True,I consent to participate in this study.,Yes,Female,NA,18,No,Some college,4,3,calib_glue_1|box_2|shovel_1|rock_2|sled_1|go_5|attn_sock_1|share_1|dry_4|kitty_1|swing_1|garage_1|drive_1|calib_ball_3|tv_1|candy_1|light_1|fish_1|cold_1|attn_cake_1|muffin_1|write_1|walk_2|foot_2|keys_2|sprinkler_1|calib_stone_2|go_3|long_2|corn_1|take_4|head_1|attn_sandbox_1|make_6|animal_1|loud_1|stairs_1|old_2|find_2|calib_puppy_1,31,Slightly easy,nope!,nope!
sp,sp_32,1025,True,I consent to participate in this study.,Yes,Female,NA,21,No,Some college,6,4,calib_glue_1|toothbrush_1|hard_2|hot_3|say_1|blow_1|attn_sock_1|cut_9|bus_1|sky_1|work_5|block_2|black_3|calib_ball_3|help_2|hot_2|yellow_1|quiet_2|like_1|attn_cake_1|purse_1|box_1|ride_3|window_2|sit_1|see_1|calib_stone_2|put_1|spoon_1|dark_2|helicopter_1|diaper_1|attn_sandbox_1|pumpkin_1|butt_1|bedroom_1|couch_1|pool_2|hand_1|calib_puppy_1,32,Neither easy nor difficult,I did not have any trouble.,I do not.
sp,sp_33,1675,True,I consent to participate in this study.,Yes,Female,NA,21,No,Some college,X,6,calib_glue_1|keys_3|ride_1|flag_2|tractor_1|glass_1|attn_sock_1|shower_1|make_7|lips_1|meat_1|take_5|give_5|calib_ball_3|corn_2|hold_1|yellow_2|take_1|kitchen_1|attn_cake_1|mouth_2|orange_1|belt_2|full_1|cover_3|wait_1|calib_stone_2|stop_2|kiss_1|heavy_6|break_5|shake_1|attn_sandbox_1|give_7|jeans_1|good_1|big_2|dirty_2|dirty_3|calib_puppy_1,33,Moderately difficult,N/A,N/A
sp,sp_34,1792,True,I consent to participate in this study.,Yes,Female,NA,19,No,Some college,4,2,calib_glue_1|cheese_1|wolf_1|naughty_1|horse_1|carry_3|attn_sock_1|face_3|medicine_1|feed_2|black_2|drive_3|bucket_1|calib_ball_3|rock_1|chips_2|paper_1|head_3|sink_1|attn_cake_1|broken_2|plant_1|first_2|talk_2|hot_5|build_1|calib_stone_2|bad_1|draw_5|hide_1|star_2|pull_3|attn_sandbox_1|chase_1|give_9|break_2|monkey_1|drop_5|brush_1|calib_puppy_1,34,Moderately easy,No,No
sp,sp_35,2450,True,I consent to participate in this study.,Yes,Male,NA,20,No,Some college,8,4,calib_glue_1|work_2|happy_1|cut_4|push_2|think_2|attn_sock_1|hear_1|strawberry_1|story_1|carry_2|take_2|touch_2|calib_ball_3|lamp_1|stove_1|mouse_1|bowl_1|carrots_1|attn_cake_1|spill_2|go_6|hose_1|taste_2|nose_2|white_3|calib_stone_2|wash_2|beans_1|blue_1|plate_1|head_6|attn_sandbox_1|stay_1|turkey_1|coke_1|heavy_2|hit_2|mop_1|calib_puppy_1,35,Moderately easy,No,No
sp,sp_36,997,True,I consent to participate in this study.,Yes,Female,NA,22,No,2-year college degree,X,3,calib_glue_1|necklace_1|drive_2|go_1|porch_1|carry_6|attn_sock_1|plate_2|cut_7|game_2|plate_3|run_1|dry_1|calib_ball_3|knee_1|skate_1|sneaker_1|rip_1|clap_2|attn_cake_1|puzzle_1|bump_1|see_2|potato_1|throw_2|read_3|calib_stone_2|can_1|cat_1|blow_3|tiny_1|finish_1|attn_sandbox_1|find_3|sick_1|bicycle_1|dog_1|soft_1|play_6|calib_puppy_1,36,Slightly easy,No,No
sp,sp_37,593,True,I consent to participate in this study.,No,Male,NA,18,No,Some college,8,10,calib_glue_1|egg_1|pig_1|hair_1|refrigerator_1|nail_1|attn_sock_1|pull_4|grapes_1|chocolate_1|close_2|draw_7|pickle_1|calib_ball_3|bite_1|throw_3|cry_2|fit_2|eat_2|attn_cake_1|sleepy_1|tape_1|balloon_1|hit_1|shoe_1|cold_2|calib_stone_2|pour_2|pancake_1|better_1|break_11|talk_1|attn_sandbox_1|jello_1|peas_1|coat_1|fix_3|fall_5|blanket_1|calib_puppy_1,37,Extremely easy,Nope,Nope
sp,sp_38,2219,True,I consent to participate in this study.,Yes,Male,NA,19,No,Some college,x,5,calib_glue_1|fine_1|head_5|cut_3|cookie_1|dump_2|attn_sock_1|fast_1|gum_1|present_1|grass_1|cover_2|break_1|calib_ball_3|button_2|gentle_2|blow_5|drop_2|little_1|attn_cake_1|hurry_1|clock_1|run_3|table_1|hold_7|blow_2|calib_stone_2|mouth_1|garbage_1|ball_1|go_2|hold_3|attn_sandbox_1|comb_1|cut_8|hot_1|head_7|soup_1|pretend_2|calib_puppy_1,38,Moderately easy,No.,No.
sp,sp_39,3600,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,20,6,calib_glue_1|cute_1|camera_1|pillow_1|get_5|lamb_1|attn_sock_1|lick_1|good_2|show_2|cut_1|buy_1|arm_2|calib_ball_3|pull_2|cover_6|ball_2|slow_1|watch_1|attn_cake_1|throw_1|flower_1|open_3|crayon_1|apple_1|cup_1|calib_stone_2|hammer_2|telephone_1|boat_1|fall_3|bed_2|attn_sandbox_1|climb_1|hamburger_1|pick_1|walk_1|nice_1|climb_2|calib_puppy_1,39,Moderately difficult,no,maybe make an age range instead of a specific age... it can be hard to remember
sp,sp_40,2125,True,I consent to participate in this study.,Yes,Male,NA,18,No,Some college,13,9,calib_glue_1|hand_2|hard_3|tuna_1|take_8|hurt_1|attn_sock_1|run_2|fork_1|stand_3|close_1|pour_1|bed_1|calib_ball_3|shake_2|work_3|doll_1|ear_1|frog_1|attn_cake_1|scissors_1|tear_1|car_1|tree_1|rain_1|make_10|calib_stone_2|vitamins_1|make_3|go_4|black_1|catch_2|attn_sandbox_1|vacuum_1|paper_2|game_3|hand_3|chin_1|blue_2|calib_puppy_1,40,Extremely easy,"Yes, I did. One one of the questions I filled it out but it said, ""Enter a number or enter an X if you don't know the definition. I even checked for any spaces and wrote them all again, but still didn't work. I decided to put all X's on that one question, and then it continued to work.",NA
sp,sp_41,2693,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,X,4,calib_glue_1|play_4|toast_1|towel_1|stay_2|run_7|attn_sock_1|bottle_1|break_8|duck_1|fall_6|story_2|tricycle_1|calib_ball_3|game_1|dark_3|light_2|red_1|rooster_1|attn_cake_1|chalk_1|soft_3|sweater_1|cut_2|find_4|break_3|calib_stone_2|work_1|stop_3|coffee_1|sticky_1|pen_1|attn_sandbox_1|play_7|break_10|mittens_1|tissue_1|catch_4|soda_1|calib_puppy_1,41,Moderately easy,No problems.,N/A
sp,sp_42,3127,True,I consent to participate in this study.,Yes,Male,NA,21,No,Some college,10,5,calib_glue_1|hit_4|paint_1|cut_7|sled_1|block_3|attn_sock_1|book_1|nose_2|fall_6|shower_2|window_2|cracker_1|calib_ball_3|nose_1|throw_1|slide_1|write_2|coat_1|attn_cake_1|open_3|hit_1|gentle_1|good_1|sing_1|ride_1|calib_stone_2|kiss_1|bunny_1|leg_1|garbage_1|sleepy_1|attn_sandbox_1|dress_1|empty_1|cute_1|see_2|run_7|hand_1|calib_puppy_1,42,Moderately easy,no,NA
sp,sp_43,4793,True,I consent to participate in this study.,No,Female,NA,18,No,Some college,10,5,calib_glue_1|break_5|cold_2|hold_4|bug_1|hard_3|attn_sock_1|big_2|glasses_1|swing_1|sheep_1|better_1|play_3|calib_ball_3|go_3|hand_3|butterfly_1|banana_1|bread_1|attn_cake_1|careful_1|tooth_1|watch_1|slow_2|bring_1|soft_4|calib_stone_2|hammer_1|basket_1|cry_1|present_1|draw_2|attn_sandbox_1|stuck_1|see_5|drop_4|cook_1|game_1|foot_1|calib_puppy_1,43,Slightly difficult,"I just found it time-consuming to try to think back to exactly when I learned the words. I was confused about when to put the ""X"" only on definitions we didn't know before or if we didn't understand the definition while reading it",NA
sp,sp_44,5286,True,I consent to participate in this study.,No,Male,NA,18,No,Prefer not to say,9,4,calib_glue_1|break_11|break_8|drop_1|drive_5|bat_1|attn_sock_1|ladder_1|rip_1|pool_2|pull_2|grass_1|loud_1|calib_ball_3|giraffe_1|lick_1|old_1|buy_1|hamburger_1|attn_cake_1|plant_1|light_1|train_1|soda_1|run_6|melon_1|calib_stone_2|hammer_2|cover_4|hand_2|hurt_1|jump_3|attn_sandbox_1|bathtub_1|cow_1|spill_1|bad_3|give_8|yellow_2|calib_puppy_1,44,Slightly easy,not at all,not at all
sp,sp_45,1203,True,I consent to participate in this study.,Yes,Male,NA,20,No,4-year college degree,20,5,calib_glue_1|bed_2|blow_2|arm_2|break_4|draw_3|attn_sock_1|helicopter_1|drive_1|bad_1|bring_3|game_2|lollipop_1|calib_ball_3|pretzel_1|think_1|play_6|make_9|goose_1|attn_cake_1|head_2|happy_1|have_4|get_7|penguin_1|stay_1|calib_stone_2|naughty_1|tummy_1|meat_1|bite_1|chocolate_1|attn_sandbox_1|bed_1|shoe_1|drive_4|kick_1|go_1|milk_1|calib_puppy_1,45,Slightly difficult,NA,NA
sp,sp_46,1505,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,X,5,calib_glue_1|nice_1|dryer_1|gentle_2|crib_1|sky_1|attn_sock_1|head_1|yellow_1|green_1|ball_2|blow_1|throw_3|calib_ball_3|money_1|clean_3|tractor_1|fast_2|make_2|attn_cake_1|give_5|see_1|quiet_2|plate_3|hungry_1|leg_2|calib_stone_2|push_2|raisin_1|sweater_1|vacuum_1|strawberry_1|attn_sandbox_1|knock_1|fit_2|stop_1|table_1|pajamas_1|catch_3|calib_puppy_1,46,Slightly easy,Hard to estimate age but relatively easy,nope!
sp,sp_47,953,True,I consent to participate in this study.,Yes,Female,NA,20,No,4-year college degree,18,1,calib_glue_1|refrigerator_1|rooster_1|read_1|chips_1|find_2|attn_sock_1|show_1|clap_2|head_7|dump_1|little_1|pool_1|calib_ball_3|slipper_1|jacket_1|dog_2|lion_1|walk_1|attn_cake_1|dry_4|glass_2|cut_1|sneaker_1|dump_2|pretend_1|calib_stone_2|see_3|wind_1|paper_1|dance_1|truck_1|attn_sandbox_1|find_1|wash_3|potty_1|bowl_2|hold_7|garden_1|calib_puppy_1,47,Extremely easy,"No, it was straightforward.",NA
sp,sp_48,1061,True,I consent to participate in this study.,Yes,Male,NA,24,No,2-year college degree,24,10,calib_glue_1|pudding_1|long_2|skate_1|pasta_1|gloves_1|attn_sock_1|box_1|block_2|stay_3|find_4|make_5|good_3|calib_ball_3|monkey_1|hair_1|dry_2|fix_1|sticky_1|attn_cake_1|run_8|towel_1|make_6|apple_1|heavy_4|break_10|calib_stone_2|throw_2|little_2|flag_1|hair_2|dish_1|attn_sandbox_1|cut_2|jump_2|pony_1|butt_1|ear_1|sleep_1|calib_puppy_1,48,Moderately easy,none,none
sp,sp_49,2022,True,I consent to participate in this study.,No,Female,NA,18,No,Some college,18,5,calib_glue_1|pumpkin_1|applesauce_1|bottle_1|put_1|tear_1|attn_sock_1|make_1|play_7|motorcycle_1|hold_3|splash_2|tape_1|calib_ball_3|blue_2|rock_1|salt_1|spoon_1|make_8|attn_cake_1|touch_2|penis_1|light_2|dirty_1|tiger_1|white_1|calib_stone_2|big_1|run_3|soap_1|sandwich_1|ball_1|attn_sandbox_1|egg_1|brown_1|asleep_1|diaper_1|build_2|cup_1|calib_puppy_1,49,Neither easy nor difficult,no,no
sp,sp_50,764,True,I consent to participate in this study.,Yes,Female,NA,21,No,4-year college degree,12,4,calib_glue_1|sofa_1|first_1|moon_1|spill_2|bathroom_1|attn_sock_1|listen_1|draw_1|button_2|look_2|flag_2|draw_4|calib_ball_3|boots_1|popcorn_1|fall_7|put_2|like_1|attn_cake_1|snowman_1|high_2|brush_1|mouth_2|ice_2|go_4|calib_stone_2|heavy_6|bedroom_1|shorts_1|good_4|feed_1|attn_sandbox_1|catch_5|muffin_1|wash_2|cover_2|sidewalk_1|window_1|calib_puppy_1,50,Extremely easy,No.,No.
sp,sp_51,2730,True,I consent to participate in this study.,Yes,Female,NA,19,No,Some college,17,5,calib_glue_1|dark_2|corn_1|fish_1|cold_1|noisy_1|attn_sock_1|paper_2|clock_1|open_1|big_3|tired_1|white_2|calib_ball_3|bench_2|windy_1|pour_1|pick_2|fall_3|attn_cake_1|beans_1|touch_1|catch_1|take_1|horse_1|chase_1|calib_stone_2|dirty_2|hard_1|car_1|carry_7|underpants_1|attn_sandbox_1|pizza_1|feed_2|play_5|hat_1|help_2|trash_1|calib_puppy_1,51,Neither easy nor difficult,no,no
sp,sp_52,1692,True,I consent to participate in this study.,No,Female,NA,18,No,Some college,14,10,calib_glue_1|squirrel_1|drink_1|yard_1|tuna_1|give_4|attn_sock_1|camera_1|stone_1|sad_1|frog_1|yucky_1|hold_5|calib_ball_3|have_1|carry_5|chin_1|fork_1|stay_2|attn_cake_1|taste_1|sprinkler_1|lamp_1|first_2|porch_1|wipe_1|calib_stone_2|fall_1|nail_1|medicine_1|telephone_1|scared_1|attn_sandbox_1|scissors_1|run_4|cookie_1|mop_1|pancake_1|dish_2|calib_puppy_1,52,Moderately easy,"English is not my first language, so I wondered if I should put in the age where I learned the word in my mother language, or the word in English. I chose the later, but I thought it could have been specified in the instruction (e.g. ""if English is not your primary language, choose the age where you learned the English word"").",NA
sp,sp_53,998,True,I consent to participate in this study.,Yes,Female,NA,22,No,4-year college degree,5,3,calib_glue_1|fine_1|shoulder_1|yogurt_1|chalk_1|build_1|attn_sock_1|get_1|wet_1|broken_1|break_3|show_3|cat_1|calib_ball_3|toy_1|soft_1|talk_1|cut_5|story_1|attn_cake_1|butt_2|have_2|radio_1|watch_2|old_2|fall_2|calib_stone_2|elephant_1|necklace_1|mouse_1|hear_1|snow_1|attn_sandbox_1|tissue_1|fix_2|touch_3|dog_1|finish_2|wash_1|calib_puppy_1,53,Moderately easy,NA,NA
sp,sp_54,969,True,I consent to participate in this study.,Yes,Female,NA,18,No,GED/ No high school diploma,x,5,calib_glue_1|closet_1|break_1|puzzle_1|talk_2|face_3|attn_sock_1|see_4|stick_1|food_1|thirsty_1|pull_4|ice_1|calib_ball_3|oven_1|bear_1|draw_6|hold_8|brush_2|attn_cake_1|bench_1|can_2|bee_1|deer_1|butter_1|splash_1|calib_stone_2|take_5|clap_1|soft_3|hold_2|stairs_1|attn_sandbox_1|get_6|clean_1|mad_1|shower_1|finger_1|game_3|calib_puppy_1,54,Slightly difficult,no,no
sp,sp_55,724,True,I consent to participate in this study.,Yes,Female,NA,21,No,4-year college degree,21,3,calib_glue_1|bird_1|finish_1|lips_1|kick_2|hot_1|attn_sock_1|bicycle_1|train_2|draw_8|help_1|blow_5|close_2|calib_ball_3|sweep_1|bad_2|water_2|kitty_1|close_4|attn_cake_1|star_2|give_7|chair_1|carry_2|dry_3|broom_1|calib_stone_2|bucket_1|fit_1|juice_1|face_1|boat_1|attn_sandbox_1|drive_2|blow_3|push_1|blanket_1|work_4|stand_2|calib_puppy_1,55,Extremely easy,"No, not at all",nope!
sp,sp_56,1071,True,I consent to participate in this study.,Yes,Female,NA,18,No,Some college,18,2,calib_glue_1|roof_1|high_1|love_1|say_1|swing_2|attn_sock_1|sweep_2|bus_1|penny_1|pickle_1|jump_1|bib_1|calib_ball_3|hot_3|sauce_1|shake_2|blow_4|take_7|attn_cake_1|broken_2|doll_1|knee_1|head_3|head_6|drop_2|calib_stone_2|couch_1|drawer_1|long_1|close_1|work_1|attn_sandbox_1|cloud_1|hard_2|soft_2|give_6|break_12|street_1|calib_puppy_1,56,Moderately difficult,NA,NA
sp,sp_57,1510,True,I consent to participate in this study.,Yes,Female,NA,18,No,4-year college degree,8,4,calib_glue_1|pencil_1|carry_4|jeans_1|heavy_5|tickle_1|attn_sock_1|toast_1|hug_1|take_8|donut_1|picture_1|turtle_1|calib_ball_3|pen_1|water_1|glasses_2|rock_2|take_9|attn_cake_1|belt_2|drop_5|mittens_1|hen_1|pick_3|clean_2|calib_stone_2|soup_1|think_2|stand_3|crayon_1|rain_1|attn_sandbox_1|broken_3|hit_2|bowl_1|full_2|sun_1|pull_3|calib_puppy_1,57,Neither easy nor difficult,No,I wish I had the ability to go back and preview what I age I had out for the word when filling out the meanings.
sp,sp_58,1103,True,I consent to participate in this study.,Yes,Male,NA,18,No,GED/ No high school diploma,8,5,calib_glue_1|cheek_1|share_1|hurry_1|catch_4|stop_3|attn_sock_1|knock_2|cover_5|white_3|gum_1|clean_4|cut_3|calib_ball_3|get_2|break_6|zipper_1|jello_1|cup_2|attn_cake_1|potato_1|block_1|lamb_1|can_1|belt_1|dirty_3|calib_stone_2|toothbrush_1|black_3|keys_1|make_7|say_3|attn_sandbox_1|go_5|wolf_1|candy_1|head_4|give_1|cheerios_1|calib_puppy_1,58,Moderately difficult,No,Good luck!
sp,sp_59,1519,True,I consent to participate in this study.,Yes,Female,NA,21,No,4-year college degree,5,5,calib_glue_1|shake_1|fast_1|sit_2|tree_1|black_1|attn_sock_1|box_2|plate_1|read_3|stand_1|pants_1|room_1|calib_ball_3|make_3|tongue_1|cheese_1|eat_2|make_4|attn_cake_1|climb_2|cover_3|hose_1|write_1|go_2|go_6|calib_stone_2|glass_1|good_2|comb_1|climb_1|run_9|attn_sandbox_1|book_2|shovel_1|wind_2|popsicle_1|fine_2|blue_1|calib_puppy_1,59,Slightly difficult,I don't feel like I can accurately remember when I learned most different meanings of words.,NA
sp,sp_60,972,True,I consent to participate in this study.,Yes,Male,NA,19,No,GED/ No high school diploma,6,4,calib_glue_1|bring_2|jar_1|take_6|heavy_2|fix_3|attn_sock_1|smile_1|taste_2|cover_6|garage_1|stroller_1|play_6|calib_ball_3|stick_2|open_2|donkey_1|wait_1|dog_2|attn_cake_1|quiet_1|towel_1|corn_2|have_3|make_10|sink_1|calib_stone_2|close_3|awake_1|present_1|flower_1|hand_3|attn_sandbox_1|salt_1|look_1|play_4|carry_3|ride_2|bump_1|calib_puppy_1,60,Slightly easy,n/a,n/a
sp,sp_61,5610,True,I consent to participate in this study.,Yes,Male,NA,20,No,4-year college degree,X,4,calib_glue_1|chips_2|pour_2|give_2|get_4|bubbles_1|attn_sock_1|fall_4|carry_8|face_2|ant_1|cold_3|sit_1|calib_ball_3|keys_2|arm_1|nuts_1|moose_1|button_1|attn_cake_1|hold_1|break_9|napkin_1|alligator_1|carry_1|cat_2|calib_stone_2|work_3|hot_4|pull_1|tongue_2|swim_1|attn_sandbox_1|stove_1|cloud_2|hot_5|balloon_1|yard_2|picture_2|calib_puppy_1,61,Moderately easy,No the survey was well made and worked properly.,"No feedback, hope it goes well!"
sp,sp_62,2890,True,I consent to participate in this study.,Yes,Male,NA,19,No,Some college,19,7,calib_glue_1|nose_1|butterfly_1|hold_2|necklace_1|potato_1|attn_sock_1|grass_1|soft_3|jello_1|see_2|blow_1|build_2|calib_ball_3|make_3|go_2|oven_1|open_3|throw_2|attn_cake_1|fine_2|crayon_1|hammer_2|fish_1|play_1|drive_1|calib_stone_2|touch_3|brown_1|write_1|fix_3|ice_2|attn_sandbox_1|sky_1|little_1|yellow_2|wash_3|bear_1|bring_2|calib_puppy_1,62,Slightly easy,NA,NA
sp,sp_63,2336,True,I consent to participate in this study.,Yes,Female,NA,18,No,4-year college degree,18,5,calib_glue_1|chase_1|tree_1|heavy_5|book_1|jump_1|attn_sock_1|vacuum_1|dry_3|cow_1|money_1|head_7|boots_1|calib_ball_3|cut_7|pen_1|take_5|see_1|new_2|attn_cake_1|old_2|take_6|helicopter_1|sheep_1|finish_2|pumpkin_1|calib_stone_2|candy_1|cheek_1|blow_4|open_2|sauce_1|attn_sandbox_1|dirty_3|game_3|glass_1|slide_2|make_1|bubbles_1|calib_puppy_1,63,Neither easy nor difficult,Was a little confused on the wording of when you learned the word but also when it provided several meanings. Should I have based my answer on the sentence or the definition.,NA
sp,sp_64,1155,True,I consent to participate in this study.,Yes,Female,NA,18,No,Some college,9,8,calib_glue_1|door_1|hot_5|make_2|get_1|climb_1|attn_sock_1|go_5|dark_1|head_3|hot_3|applesauce_1|head_4|calib_ball_3|play_2|tricycle_1|monkey_1|broken_2|give_3|attn_cake_1|garage_1|nail_1|climb_2|pudding_1|help_2|throw_1|calib_stone_2|draw_1|sidewalk_1|lamp_1|feed_3|meat_1|attn_sandbox_1|take_3|turkey_1|camera_1|napkin_1|nuts_1|cracker_1|calib_puppy_1,64,Moderately easy,No.,No.
sp,sp_65,799,True,I consent to participate in this study.,Yes,Female,NA,18,No,Some college,8,5,calib_glue_1|eat_1|drop_4|cook_1|bathtub_1|airplane_1|attn_sock_1|tear_1|foot_1|knock_1|sit_1|show_3|have_3|calib_ball_3|hold_8|stop_3|trash_1|head_2|lips_1|attn_cake_1|wipe_1|read_1|black_2|pajamas_1|yucky_1|pour_1|calib_stone_2|mad_1|jar_1|swim_1|flower_1|grapes_1|attn_sandbox_1|bump_1|make_7|hide_1|elephant_1|fall_6|tv_1|calib_puppy_1,65,Moderately easy,No,No
sp,sp_66,3444,True,I consent to participate in this study.,Yes,Female,NA,19,No,Some college,5,5,calib_glue_1|shower_1|leg_2|break_6|drive_2|get_6|attn_sock_1|noisy_1|butt_2|draw_7|ice_1|drive_5|cut_9|calib_ball_3|sick_2|go_1|shirt_1|snow_1|kitty_1|attn_cake_1|broken_1|boat_1|ride_1|little_2|pool_1|brush_2|calib_stone_2|catch_2|bib_1|break_12|sandwich_1|keys_1|attn_sandbox_1|pretty_1|find_1|have_2|black_1|shorts_1|jump_3|calib_puppy_1,66,Neither easy nor difficult,It was hard for me to remember the age that I learned words!,x
sp,sp_67,297421,True,I consent to participate in this study.,Yes,Female,NA,21,No,Some college,5,2,calib_glue_1|stand_3|cut_6|carry_3|book_2|bee_1|attn_sock_1|tongue_2|better_1|go_1|bump_1|cover_6|stop_1|calib_ball_3|kick_1|write_2|window_1|lollipop_1|rock_2|attn_cake_1|brush_1|horse_1|dry_3|sad_1|hold_4|hammer_1|calib_stone_2|watch_1|cook_1|watch_2|necklace_1|long_2|attn_sandbox_1|ladder_1|towel_1|glasses_1|tongue_1|knife_1|pick_2|calib_puppy_1,67,Moderately difficult,N/A,"Not particularly, however personally I am unfamiliar with child development and can't remember exactly when I would have learned these words"
sp,sp_68,75,False,I consent to participate in this study.,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA
sp,sp_69,52,False,I consent to participate in this study.,Yes,Female,NA,21,No,Some college,NA,NA,NA,69,NA,NA,NA
sp,sp_70,37,False,I consent to participate in this study.,Yes,Female,NA,22,No,2-year college degree,NA,NA,NA,70,NA,NA,NA
sp,sp_71,32,False,I consent to participate in this study.,No,Male,NA,18,No,Some college,NA,NA,NA,71,NA,NA,NA
sp,sp_72,46,False,I consent to participate in this study.,No,Female,NA,21,No,Some college,NA,NA,NA,72,NA,NA,NA
sp,sp_73,143991,False,I consent to participate in this study.,No,Female,NA,20,No,4-year college degree,15,12,calib_glue_1|throw_3|clean_1|soft_2|bottle_1|hold_7|attn_sock_1|mouse_1|sprinkler_1|comb_1|penny_1|boat_1|tractor_1|calib_ball_3|push_2|see_4|blow_5|stick_1|draw_1|attn_cake_1|broken_1|jump_3|catch_1|noisy_1|cut_9|break_4|calib_stone_2|walk_2|grass_1|bug_1|bat_1|fall_3|attn_sandbox_1|plate_1|splash_2|brush_2|dry_1|cereal_1|cloud_1|calib_puppy_1,73,NA,NA,NA
sp,sp_74,26,False,I consent to participate in this study.,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA
sp,sp_75,40,False,I consent to participate in this study.,Yes,Female,NA,21,No,4-year college degree,NA,NA,NA,75,NA,NA,NA
sp,sp_76,88,False,I consent to participate in this study.,Yes,Female,NA,18,No,Some college,NA,NA,NA,76,NA,NA,NA
sp,sp_77,1546,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,x,5,calib_glue_1|toe_1|potty_1|pickle_1|star_1|hand_1|attn_sock_1|dump_2|light_1|pizza_1|butter_1|hard_2|chips_2|calib_ball_3|sleep_1|catch_1|dry_4|long_2|carry_6|attn_cake_1|plate_2|like_1|ball_2|run_8|roof_1|stay_2|calib_stone_2|horse_1|get_4|food_1|glass_2|pig_1|attn_sandbox_1|heavy_1|popsicle_1|carry_8|tiger_1|picture_1|swing_2|calib_puppy_1,77,Extremely difficult,NA,NA
sp,sp_78,847,True,I consent to participate in this study.,Yes,Male,NA,22,No,4-year college degree,5,4,calib_glue_1|toast_1|cookie_1|tooth_1|make_10|pretzel_1|attn_sock_1|spill_1|look_2|ant_1|knee_1|pancake_1|kick_1|calib_ball_3|hair_1|scared_1|yard_1|fit_1|game_1|attn_cake_1|dish_1|sit_2|clap_1|work_2|animal_1|drive_3|calib_stone_2|take_1|hold_3|orange_1|button_1|think_1|attn_sandbox_1|big_2|fast_2|run_6|run_2|stay_1|bench_2|calib_puppy_1,78,Moderately easy,NA,NA
sp,sp_79,1868,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,8,3,calib_glue_1|close_4|train_1|picture_2|sweep_1|cheerios_1|attn_sock_1|take_4|shovel_1|closet_1|water_1|carrots_1|cold_1|calib_ball_3|cat_1|sweep_2|clean_4|good_1|bird_1|attn_cake_1|wet_1|garbage_1|carry_7|tissue_1|zipper_1|rain_1|calib_stone_2|knock_2|wolf_1|button_2|draw_5|pasta_1|attn_sandbox_1|flag_2|sled_1|hold_5|bathroom_1|first_2|soft_4|calib_puppy_1,79,Slightly easy,no,NA
sp,sp_80,1559,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,4,3,calib_glue_1|go_4|work_6|drive_4|pick_3|beads_1|attn_sock_1|water_2|soft_1|owl_1|leg_1|mouse_1|lollipop_1|calib_ball_3|raisin_1|bus_1|fall_3|spill_2|get_7|attn_cake_1|fall_5|bring_3|cover_6|lion_1|gum_1|play_7|calib_stone_2|clean_1|knife_1|dirty_2|throw_3|old_1|attn_sandbox_1|wind_2|foot_2|story_1|bicycle_1|dark_2|block_2|calib_puppy_1,80,Slightly difficult,NA,NA
sp,sp_81,1004,True,I consent to participate in this study.,Yes,Female,NA,18,No,Some college,12,4,calib_glue_1|banana_1|asleep_1|turtle_1|coat_1|hat_1|attn_sock_1|clap_2|cold_3|cat_2|cereal_1|hit_4|fast_1|calib_ball_3|ankle_1|taste_1|apple_1|flag_1|shoulder_1|attn_cake_1|stove_1|ride_3|get_2|heavy_4|hold_4|run_5|calib_stone_2|heavy_2|fit_2|bread_1|plate_1|find_2|attn_sandbox_1|can_1|drawer_1|pull_2|tractor_1|draw_4|black_3|calib_puppy_1,81,Moderately easy,NA,NA
sp,sp_82,1017,True,I consent to participate in this study.,Yes,Female,NA,20,No,Some college,5,3,calib_glue_1|sprinkler_1|toothbrush_1|strawberry_1|bucket_1|catch_3|attn_sock_1|work_3|taste_2|blue_1|hot_2|hear_1|hamburger_1|calib_ball_3|draw_2|lick_1|swing_1|play_5|pull_3|attn_cake_1|buy_1|paper_1|sun_1|heavy_3|hold_1|dryer_1|calib_stone_2|scissors_1|dark_3|cover_1|go_6|say_2|attn_sandbox_1|break_5|stop_2|hold_7|coffee_1|game_2|think_2|calib_puppy_1,82,Slightly difficult,no,It's pretty hard to remember when I learned words or their definitions. It feels like I've known them forever.
